link	year_x_year_stream	link_date	link_year_no	link_month_no	link_day_no	link_time	year_stream_no	year_no	stream_no	stream_size	voted_cnt	invalid_cnt	NOTA_cnt	organizers
https://vk.com/wall-33327655_3451	2015_1.1	2015-10-23	2015	10	23	21:18	1.1	1	1	144	123	2	5	['Ильёй Денисовым', 'Яной Нагорных', 'Ростиславом Яшиным']
https://vk.com/wall-33327655_3413	2015_1.2	2015-10-20	2015	10	20	21:00	1.2	1	2	154	91	1	25	['Павлом Савиным', 'Рамзаном Бекбулатовым', 'Анастасией Сурковой']
https://vk.com/wall-33327655_3414	2015_1.3	2015-10-20	2015	10	20	21:34	1.3	1	3	129	107	2	1	['Константином Шведовым', 'Леонидом Змиевским', 'Анастасией Красновой']
https://vk.com/wall-33327655_3244	2015_2.1	2015-10-14	2015	10	14	22:39	2.1	2	1	128	80	1	16	['Анастасией Сурковой', 'Константином Шведовым', 'Ольгой Остросаблиной']
https://vk.com/wall-33327655_3289	2015_2.2	2015-10-15	2015	10	15	23:47	2.2	2	2	132	69	0	3	['Ольгой Чидякиной', 'Леонидом Змиевским', 'Анастасией Сурковой']
https://vk.com/wall-33327655_3262	2015_2.3	2015-10-14	2015	10	14	23:54	2.3	2	3	113	71	0	6	['Анастасией Сурковой', 'Константином Шведовым', 'Леонидом Змиевским']
https://vk.com/wall-33327655_3242	2015_3.1	2015-10-14	2015	10	14	22:05	3.1	3	1	98	53	1	2	['Анастасией Красновой', 'Леонидом Змиевским', 'Ростиславом Яшиным']
https://vk.com/wall-33327655_3318	2015_3.2	2015-10-17	2015	10	17	20:45	3.2	3	2	107	59	4	2	['Ростиславом Яшиным', 'Яной Нагорных']
https://vk.com/wall-33327655_3441	2015_3.3	2015-10-21	2015	10	21	21:40	3.3	3	3	103	62	0	0	['Леонидом Змиевским', 'Татьяной Тюриной', 'Еленой Дорман']
https://vk.com/wall-33327655_3283	2015_4.1	2015-10-15	2015	10	15	22:47	4.1	4	1	83	44	0	2	['Павлом Савиным', 'Рамзаном Бекбулатовым', 'Ольгой Остросаблиной']
https://vk.com/wall-33327655_3412	2015_4.2	2015-10-20	2015	10	20	20:28	4.2	4	2	99	52	0	6	['Константином Шведовым', 'Ильёй Денисовым', 'Яной Нагорных', 'а также наблюдателем от студенческого совета МГУ', 'председателем студенческого совета ВМК Никитой Муромцевым']
https://vk.com/wall-33327655_3321	2015_4.3	2015-10-17	2015	10	17	20:57	4.3	4	3	87	50	0	1	['Василиной Быстрицкой', 'Павлом Савиным', 'а также наблюдателем от студенческого совета МГУ', 'председателем студенческого совета ВМК Никитой Муромцевым']
https://vk.com/wall-33327655_3282	2015_5.1	2015-10-15	2015	10	15	22:36	5.1	5	1	91	46	0	1	['Анастасией Красновой', 'Ольгой Остросаблиной']
https://vk.com/wall-33327655_3510	2015_5.2	2015-10-30	2015	10	30	23:50	5.2	5	2	80	42	1	1	['Анастасией Сурковой', 'Яной Нагорных', 'Ильёй Денисовым']
https://vk.com/wall-33327655_3452	2015_5.3	2015-10-23	2015	10	23	21:26	5.3	5	3	86	49	3	9	['Ольгой Чидякиной', 'Анастасией Красновой']
https://vk.com/wall-33327655_3465	2015_m1	2015-10-27	2015	10	27	0:18	m1	1	0	28	19	0	0	['Павлом Савиным']
https://vk.com/wall-33327655_3416	2015_m2	2015-10-20	2015	10	20	21:47	m2	2	0	17	13	0	0	['Ираклием Глунчадзе', 'Анастасией Красновой']
