link	year_x_year_stream	link_date	link_year_no	link_month_no	link_day_no	link_time	year_stream_no	year_no	stream_no	stream_size	voted_cnt	invalid_cnt	NOTA_cnt	organizers
https://vk.com/wall-33327655_6665	2017_1.1	2017-10-27	2017	10	27	22:00	1.1	1	1	155	102	2	2	['Дарьей Трошиной', 'Владимиром Поликушиным', 'Ильей Денисовым']
https://vk.com/wall-33327655_6683	2017_1.3	2017-10-31	2017	10	31	19:55	1.3	1	3	127	86	5	17	['Владимиром Поликушиным', 'Валерием Сенотовым']
https://vk.com/wall-33327655_6702	2017_2.1	2017-11-01	2017	11	1	20:00	2.1	2	1	122	62	0	13	['Марией Батутиной', 'Татьяной Хан']
https://vk.com/wall-33327655_6654	2017_2.2	2017-10-25	2017	10	25	22:24	2.2	2	2	134	106	3	7	['Анастасией Штерн', 'Даниилом Коржом', 'наблюдателем от Студсовета МГУ', 'председателем студсовета биотехнологического факультета Екатериной Захаровой']
https://vk.com/wall-33327655_6668	2017_2.3	2017-10-27	2017	10	27	22:30	2.3	2	3	110	61	1	6	['Марией Батутиной', 'Анастасией Штерн']
https://vk.com/wall-33327655_6651	2017_3.1	2017-10-25	2017	10	25	20:14	3.1	3	1	103	53	2	2	['Валерием Сенотовым', 'Ильей Денисовым']
https://vk.com/wall-33327655_6647	2017_3.3	2017-10-24	2017	10	24	23:50	3.3	3	3	85	47	0	2	['Валерием Сенотовым', 'Ильей Денисовым']
https://vk.com/wall-33327655_6639	2017_4.1	2017-10-24	2017	10	24	17:30	4.1	4	1	69	35	0	1	['Александром Тонконоговым', 'Валерием Сенотовым']
https://vk.com/wall-33327655_6624	2017_4.2	2017-10-20	2017	10	20	19:00	4.2	4	2	81	43	0	0	['Валерием Сенотовым', 'Александром Тонконоговым']
https://vk.com/wall-33327655_6625	2017_4.3	2017-10-20	2017	10	20	20:00	4.3	4	3	90	48	0	1	['Анастасией Сурковой', 'Анастасией Красновой', 'Александром Тонконоговым']
https://vk.com/wall-33327655_6632	2017_4.4	2017-10-21	2017	10	21	21:00	4.4	4	4	37	23	0	0	['Яной Нагорных', 'Никитой Кравчуком', 'Александром Тонконоговым']
https://vk.com/wall-33327655_6619	2017_5.1	2017-10-19	2017	10	19	19:00	5.1	5	1	95	48	0	4	['Валерием Сенотовым', 'Анастасией Сурковой']
https://vk.com/wall-33327655_6620	2017_5.2	2017-10-19	2017	10	19	20:00	5.2	5	2	76	39	0	1	['Валерием Сенотовым', 'Анастасией Сурковой']
https://vk.com/wall-33327655_6628	2017_5.3	2017-10-21	2017	10	21	20:00	5.3	5	3	104	58	0	6	['Никитой Кравчук', 'Яной Нагорных']
https://vk.com/wall-33327655_6717	2017_6.2	2017-11-08	2017	11	8	14:00	6.2	6	2	97	50	5	5	['Александром Тонконоговым', 'Валерием Сенотовым']
https://vk.com/wall-33327655_6689	2017_6.3	2017-10-31	2017	10	31	21:00	6.3	6	3	85	44	0	2	['Аскаром Назмутдиновым', 'Ильей Денисовым']
https://vk.com/wall-33327655_6693	2017_6.4	2017-10-31	2017	10	31	21:30	6.4	6	4	47	29	0	0	['Вероникой Мазитовой']
