link	year_x_year_stream	link_date	link_year_no	link_month_no	link_day_no	link_time	year_stream_no	year_no	stream_no	stream_size	voted_cnt	invalid_cnt	NOTA_cnt	organizers
https://vk.com/wall-33327655_7676	2018_1.1	2018-10-26	2018	10	26	17:00	1.1	1	1	168	117	7	4	['Георгием Малиновским', 'Олегом Бузенковым']
https://vk.com/wall-33327655_7509	2018_1.2	2018-10-14	2018	10	14	21:00	1.2	1	2	151	104	2	8	['Георгием Малиновским', 'Кириллом Филатовым']
https://vk.com/wall-33327655_7685	2018_1.3	2018-10-27	2018	10	27	14:00	1.3	1	3	123	98	3	5	['Сенотовым Валерием', 'Малиновским Георгием']
https://vk.com/wall-33327655_7677	2018_2.1	2018-10-26	2018	10	26	19:00	2.1	2	1	134	81	5	1	['Валерией Фиткович', 'Николаем Малаховым']
https://vk.com/wall-33327655_7684	2018_2.3	2018-10-27	2018	10	27	12:00	2.3	2	3	107	75	1	4	['Сенотовым Валерием', 'Малиновским Георгием']
https://vk.com/wall-33327655_7675	2018_3.1	2018-10-26	2018	10	26	14:00	3.1	3	1	107	58	3	11	['Валерием Сенотовым', 'Александром Тонконоговым']
https://vk.com/wall-33327655_7728	2018_3.2	2018-11-12	2018	11	12	22:56	3.2	3	2	94	49	1	4	['Ильёй Денисовым', 'Дарьей Волковой']
https://vk.com/wall-33327655_7670	2018_3.3	2018-10-25	2018	10	25	23:52	3.3	3	3	103	55	0	8	['Валерием Сенотовым', 'Александром Тонконоговым']
https://vk.com/wall-33327655_7681	2018_3.4	2018-10-27	2018	10	27	10:00	3.4	3	4	40	25	0	0	['Валерием Сенотовым', 'Александром Тонконоговым']
https://vk.com/wall-33327655_7694	2018_4.1	2018-11-02	2018	11	2	22:25	4.1	4	1	86	45	2	11	['Денисовым Ильей', 'Воробьевой Наталией']
https://vk.com/wall-33327655_7741	2018_4.2	2018-11-15	2018	11	15	20:20	4.2	4	2	76	40	1	0	['Валерием Сенотовым', 'Анастасией Красновой']
https://vk.com/wall-33327655_7674	2018_4.3	2018-10-26	2018	10	26	10:00	4.3	4	3	81	42	0	2	['Вероникой Мазитовой', 'Николаем Малаховым']
https://vk.com/wall-33327655_7696	2018_5.3	2018-11-02	2018	11	2	22:39	5.3	5	3	89	45	1	0	['Георгием Малиновским', 'Марией Хаховой']
https://vk.com/wall-33327655_7707	2018_5.4	2018-11-10	2018	11	10	14:00	5.4	5	4	35	18	0	1	['Матвеем Кудасовым', 'Валерием Сенотовым']
https://vk.com/wall-33327655_7766	2018_6.1	2018-11-22	2018	11	22	22:15	6.1	6	1	90	45	2	0	['Валерием Сенотовым', 'Марией Корней']
https://vk.com/wall-33327655_7704	2018_6.2	2018-11-09	2018	11	9	20:00	6.2	6	2	77	40	0	3	['Марией Корней', 'Валерием Сенотовым']
https://vk.com/wall-33327655_7695	2018_m1	2018-11-02	2018	11	2	22:33	m1	1	0	29	20	0	0	['Сенотовым Валерием', 'Тонконоговым Александром']
