link	year_x_year_stream	link_date	link_year_no	link_month_no	link_day_no	link_time	year_stream_no	year_no	stream_no	stream_size	voted_cnt	invalid_cnt	NOTA_cnt	organizers
https://vk.com/wall-33327655_5269	2016_1.1	2016-10-24	2016	10	24	20:34	1.1	1	1	157	95	2	26	['Леонидом Змиевским', 'Ильёй Денисовым', 'Мариной Бахметьевой', 'наблюдателем от Студенческого совета МГУ Марией Алаевой']
https://vk.com/wall-33327655_5089	2016_1.2	2016-10-15	2016	10	15	18:45	1.2	1	2	154	120	5	12	['Владиславом Бун']
https://vk.com/wall-33327655_5088	2016_1.3	2016-10-15	2016	10	15	18:40	1.3	1	3	132	110	1	11	['Павлом Савиным', 'Яной Нагорных', 'Ильёй Денисовым']
https://vk.com/wall-33327655_5232	2016_2.1	2016-10-20	2016	10	20	18:32	2.1	2	1	125	63	0	11	['Павлом Савиным', 'Яной Нагорных', 'Юрием Проничкиным']
https://vk.com/wall-33327655_5225	2016_2.2	2016-10-20	2016	10	20	17:30	2.2	2	2	128	81	0	1	['Яной Нагорных', 'Леонидом Змиевским', 'Павлом Савиным']
https://vk.com/wall-33327655_5177	2016_2.3	2016-10-18	2016	10	18	22:45	2.3	2	3	96	51	0	3	['Никитой Кравчуком', 'Иваном Святкиным']
https://vk.com/wall-33327655_5339	2016_3.1	2016-10-31	2016	10	31	20:50	3.1	3	1	100	51	0	4	['Владиславом Бун']
https://vk.com/wall-33327655_5229	2016_3.2	2016-10-20	2016	10	20	18:24	3.2	3	2	105	54	0	0	['Павлом Семенюком', 'Анной Черновой', 'Леонидом Змиевским']
https://vk.com/wall-33327655_5226	2016_3.3	2016-10-20	2016	10	20	17:48	3.3	3	3	90	66	1	1	['Павлом Семенюком', 'Анастасией Сурковой', 'Юрием Проничкиным']
https://vk.com/wall-33327655_5171	2016_3.4	2016-10-18	2016	10	18	22:05	3.4	3	4	35	19	0	1	['Анастасией Сурковой', 'Анной Муравьёвой']
https://vk.com/wall-33327655_5357	2016_4.1	2016-10-31	2016	10	31	23:50	4.1	4	1	95	50	2	0	['Савченко Анастасией', 'Савиным Павлом', 'Тюриной Татьяной']
https://vk.com/wall-33327655_5257	2016_4.2	2016-10-21	2016	10	21	16:30	4.2	4	2	77	41	0	0	['Яной Нагорных']
https://vk.com/wall-33327655_5350	2016_4.3	2016-10-31	2016	10	31	21:45	4.3	4	3	103	57	2	0	['Черновой Анной', 'Савченко Анастасией']
https://vk.com/wall-33327655_5180	2016_5.1	2016-10-18	2016	10	18	23:24	5.1	5	1	74	43	1	1	['Анастасией Сурковой', 'Владиславом Бун']
https://vk.com/wall-33327655_5184	2016_5.2	2016-10-19	2016	10	19	0:09	5.2	5	2	99	51	0	7	['Анной Черновой', 'Натальей Остроуховой', 'Павлом Семенюком']
https://vk.com/wall-33327655_5344	2016_5.3	2016-10-31	2016	10	31	21:05	5.3	5	3	85	44	0	1	['Евгенией Подкользиной', 'Павлом Савиным']
https://vk.com/wall-33327655_5167	2016_5.4	2016-10-18	2016	10	18	21:37	5.4	5	4	48	40	1	5	['Анастасией Сурковой', 'Марией Провидухиной']
https://vk.com/wall-33327655_5268	2016_m1	2016-10-24	2016	10	24	20:26	m1	1	0	28	15	0	0	['Павлом Семенюком', 'Марией Провидухиной']
https://vk.com/wall-33327655_5182	2016_m2	2016-10-18	2016	10	18	23:39	m2	2	0	18	11	0	1	['Ильёй Денисовым']
