convocation_no	year_stream_no	year_no	stream_no	announcement_link	announcement_link_date	announcement_link_time	stream_size	voted_cnt	NOTA_cnt	invalid_cnt	result_link	result_link_date	result_link_time
4	1.2	1.0	2.0	https://vk.com/wall-33327655_2232	2014-11-20		136.0	95.0	6.0	4.0	https://vk.com/wall-33327655_2252	2014-11-21	22:25
4	1.3	1.0	3.0	https://vk.com/wall-33327655_2234	2014-11-21	1:42	138.0	83.0	2.0	1.0	https://vk.com/wall-33327655_2254	2014-11-21	22:35
4	2.1	2.0	1.0	https://vk.com/wall-33327655_2227	2014-11-19	21:12	135.0	89.0	1.0	1.0	https://vk.com/wall-33327655_2329	2014-11-27	23:15
4	2.1	2.0	1.0	https://vk.com/wall-33327655_2314	2014-11-26	0:00	135.0	89.0	1.0	1.0	https://vk.com/wall-33327655_2329	2014-11-27	23:15
4	2.2	2.0	2.0	https://vk.com/wall-33327655_2202	2014-11-13	21:39	135.0	87.0	7.0	0.0	https://vk.com/wall-33327655_2215	2014-11-17	21:06
4	2.3	2.0	3.0	https://vk.com/wall-33327655_2203	2014-11-13	21:40	105.0	86.0	8.0	0.0	https://vk.com/wall-33327655_2216	2014-11-17	21:21
4	3.1	3.0	1.0	https://vk.com/wall-33327655_2303	2014-11-24	22:23	83.0	50.0	1.0	2.0	https://vk.com/wall-33327655_2311	2014-11-25	21:43
4	3.1	3.0	1.0	https://vk.com/wall-33327655_2305	2014-11-25		83.0	50.0	1.0	2.0	https://vk.com/wall-33327655_2311	2014-11-25	21:43
4	3.2	3.0	2.0	https://vk.com/wall-33327655_2221	2014-11-18	23:11	103.0	56.0	0.0	0.0	https://vk.com/wall-33327655_2330	2014-11-27	23:20
4	3.2	3.0	2.0	https://vk.com/wall-33327655_2315	2014-11-26	0:02	103.0	56.0	0.0	0.0	https://vk.com/wall-33327655_2330	2014-11-27	23:20
4	3.3	3.0	3.0	https://vk.com/wall-33327655_2298	2014-11-23	22:43	98.0	67.0	3.0	0.0	https://vk.com/wall-33327655_2310	2014-11-25	21:42
4	3.4	3.0	4.0	https://vk.com/wall-33327655_2218	2014-11-18	1:42	48.0	24.0	0.0	0.0	https://vk.com/wall-33327655_2246	2014-11-21	22:10
4	4.1	4.0	1.0	https://vk.com/wall-33327655_2210	2014-11-16	21:54	102.0	52.0	1.0	0.0	https://vk.com/wall-33327655_2240	2014-11-21	21:45
4	4.2	4.0	2.0	https://vk.com/wall-33327655_2211	2014-11-16	21:56	102.0	54.0	0.0	0.0	https://vk.com/wall-33327655_2241	2014-11-21	21:50
4	4.3	4.0	3.0	https://vk.com/wall-33327655_2212	2014-11-16	21:59	82.0	43.0	9.0	0.0	https://vk.com/wall-33327655_2242	2014-11-21	22:00
4	4.4	4.0	4.0	https://vk.com/wall-33327655_2228	2014-11-19	21:12	25.0	16.0	0.0	0.0	https://vk.com/wall-33327655_2253	2014-11-21	22:30
4	5.1	5.0	1.0	https://vk.com/wall-33327655_2223	2014-11-18	23:45	96.0	50.0	0.0	0.0	https://vk.com/wall-33327655_2251	2014-11-21	22:20
4	5.2	5.0	2.0	https://vk.com/wall-33327655_2217	2014-11-18	1:28	70.0	35.0	0.0	0.0	https://vk.com/wall-33327655_2243	2014-11-21	22:05
4	5.3	5.0	3.0	https://vk.com/wall-33327655_2230	2014-11-20	0:04	98.0	49.0	17.0	0.0	https://vk.com/wall-33327655_2328	2014-11-27	23:10
4	m1	1.0	0.0	https://vk.com/wall-33327655_2213	2014-11-16	22:03	32.0	19.0	0.0	2.0	https://vk.com/wall-33327655_2326	2014-11-27	23:05
5	1.1	1.0	1.0	https://vk.com/wall-33327655_3417	2015-10-20	22:15	144.0	123.0	5.0	2.0	https://vk.com/wall-33327655_3451	2015-10-23	21:18
5	1.2	1.0	2.0	https://vk.com/wall-33327655_3365	2015-10-20	0:50	154.0	91.0	25.0	1.0	https://vk.com/wall-33327655_3413	2015-10-20	21:00
5	1.3	1.0	3.0	https://vk.com/wall-33327655_3366	2015-10-20	1:14	129.0	107.0	1.0	2.0	https://vk.com/wall-33327655_3414	2015-10-20	21:34
5	2.1	2.0	1.0	https://vk.com/wall-33327655_3206	2015-10-14	0:32	128.0	80.0	16.0	1.0	https://vk.com/wall-33327655_3244	2015-10-14	22:39
5	2.2	2.0	2.0	https://vk.com/wall-33327655_3263	2015-10-15	0:59	132.0	69.0	3.0	0.0	https://vk.com/wall-33327655_3289	2015-10-15	23:47
5	2.3	2.0	3.0	https://vk.com/wall-33327655_3205	2015-10-14	0:32	113.0	71.0	6.0	0.0	https://vk.com/wall-33327655_3262	2015-10-14	23:54
5	3.1	3.0	1.0	https://vk.com/wall-33327655_3181	2015-10-13	0:56	98.0	53.0	2.0	1.0	https://vk.com/wall-33327655_3242	2015-10-14	22:05
5	3.2	3.0	2.0	https://vk.com/wall-33327655_3295	2015-10-16	1:20	107.0	59.0	2.0	4.0	https://vk.com/wall-33327655_3318	2015-10-17	20:45
5	3.3	3.0	3.0	https://vk.com/wall-33327655_3368	2015-10-20	1:24	103.0	62.0	0.0	0.0	https://vk.com/wall-33327655_3441	2015-10-21	21:40
5	4.1	4.0	1.0	https://vk.com/wall-33327655_3264	2015-10-15	1:19	83.0	44.0	2.0	0.0	https://vk.com/wall-33327655_3283	2015-10-15	22:47
5	4.2	4.0	2.0	https://vk.com/wall-33327655_3335	2015-10-19	0:39	99.0	52.0	6.0	0.0	https://vk.com/wall-33327655_3412	2015-10-20	20:28
5	4.3	4.0	3.0	https://vk.com/wall-33327655_3294	2015-10-16	1:10	87.0	50.0	1.0	0.0	https://vk.com/wall-33327655_3321	2015-10-17	20:57
5	5.1	5.0	1.0	https://vk.com/wall-33327655_3265	2015-10-15	1:32	91.0	46.0	1.0	0.0	https://vk.com/wall-33327655_3282	2015-10-15	22:36
5	5.2	5.0	2.0	https://vk.com/wall-33327655_3466	2015-10-27	0:54	80.0	42.0	1.0	1.0	https://vk.com/wall-33327655_3510	2015-10-30	23:50
5	5.2	5.0	2.0	https://vk.com/wall-33327655_3504	2015-10-29	23:09	80.0	42.0	1.0	1.0	https://vk.com/wall-33327655_3510	2015-10-30	23:50
5	5.3	5.0	3.0	https://vk.com/wall-33327655_3442	2015-10-21	22:46	86.0	49.0	9.0	3.0	https://vk.com/wall-33327655_3452	2015-10-23	21:26
5	m1	1.0	0.0	https://vk.com/wall-33327655_3337	2015-10-19	0:42	28.0	19.0	0.0	0.0	https://vk.com/wall-33327655_3465	2015-10-27	0:18
5	m1	1.0	0.0	https://vk.com/wall-33327655_3455	2015-10-25	23:50	28.0	19.0	0.0	0.0	https://vk.com/wall-33327655_3465	2015-10-27	0:18
5	m2	2.0	0.0	https://vk.com/wall-33327655_3187	2015-10-13	10:40	17.0	13.0	0.0	0.0	https://vk.com/wall-33327655_3416	2015-10-20	21:47
5	m2	2.0	0.0	https://vk.com/wall-33327655_3364	2015-10-20	0:45	17.0	13.0	0.0	0.0	https://vk.com/wall-33327655_3416	2015-10-20	21:47
6	1.1	1.0	1.0	https://vk.com/wall-33327655_5109	2016-10-16	21:04	157.0	95.0	26.0	2.0	https://vk.com/wall-33327655_5269	2016-10-24	20:34
6	1.1	1.0	1.0	https://vk.com/wall-33327655_5261	2016-10-23	20:02	157.0	95.0	26.0	2.0	https://vk.com/wall-33327655_5269	2016-10-24	20:34
6	1.2	1.0	2.0	https://vk.com/wall-33327655_5086	2016-10-14	22:25	154.0	120.0	12.0	5.0	https://vk.com/wall-33327655_5089	2016-10-15	18:45
6	1.3	1.0	3.0	https://vk.com/wall-33327655_5065	2016-10-13	23:10	132.0	110.0	11.0	1.0	https://vk.com/wall-33327655_5088	2016-10-15	18:40
6	2.1	2.0	1.0	https://vk.com/wall-33327655_5203	2016-10-20	0:07	125.0	63.0	11.0	0.0	https://vk.com/wall-33327655_5232	2016-10-20	18:32
6	2.2	2.0	2.0	https://vk.com/wall-33327655_5129	2016-10-17	23:11	128.0	81.0	1.0	0.0	https://vk.com/wall-33327655_5225	2016-10-20	17:30
6	2.3	2.0	3.0	https://vk.com/wall-33327655_5139	2016-10-18	0:04	96.0	51.0	3.0	0.0	https://vk.com/wall-33327655_5177	2016-10-18	22:45
6	3.1	3.0	1.0	https://vk.com/wall-33327655_5150	2016-10-18	0:44	100.0	51.0	4.0	0.0	https://vk.com/wall-33327655_5339	2016-10-31	20:50
6	3.1	3.0	1.0	https://vk.com/wall-33327655_5271	2016-10-24	22:34	100.0	51.0	4.0	0.0	https://vk.com/wall-33327655_5339	2016-10-31	20:50
6	3.2	3.0	2.0	https://vk.com/wall-33327655_5213	2016-10-20	0:58	105.0	54.0	0.0	0.0	https://vk.com/wall-33327655_5229	2016-10-20	18:24
6	3.3	3.0	3.0	https://vk.com/wall-33327655_5185	2016-10-19	1:09	90.0	66.0	1.0	1.0	https://vk.com/wall-33327655_5226	2016-10-20	17:48
6	3.4	3.0	4.0	https://vk.com/wall-33327655_5133	2016-10-17	23:57	35.0	19.0	1.0	0.0	https://vk.com/wall-33327655_5171	2016-10-18	22:05
6	4.1	4.0	1.0	https://vk.com/wall-33327655_5212	2016-10-20	0:51	95.0	50.0	0.0	2.0	https://vk.com/wall-33327655_5357	2016-10-31	23:50
6	4.1	4.0	1.0	https://vk.com/wall-33327655_5318	2016-10-26	22:45	95.0	50.0	0.0	2.0	https://vk.com/wall-33327655_5357	2016-10-31	23:50
6	4.2	4.0	2.0	https://vk.com/wall-33327655_5242	2016-10-20	23:08	77.0	41.0	0.0	0.0	https://vk.com/wall-33327655_5257	2016-10-21	16:30
6	4.3	4.0	3.0	https://vk.com/wall-33327655_5200	2016-10-19	23:50	103.0	57.0	0.0	2.0	https://vk.com/wall-33327655_5350	2016-10-31	21:45
6	4.3	4.0	3.0	https://vk.com/wall-33327655_5313	2016-10-26	21:10	103.0	57.0	0.0	2.0	https://vk.com/wall-33327655_5350	2016-10-31	21:45
6	5.1	5.0	1.0	https://vk.com/wall-33327655_5144	2016-10-18	0:18	74.0	43.0	1.0	1.0	https://vk.com/wall-33327655_5180	2016-10-18	23:24
6	5.2	5.0	2.0	https://vk.com/wall-33327655_5135	2016-10-18	0:01	99.0	51.0	7.0	0.0	https://vk.com/wall-33327655_5184	2016-10-19	0:09
6	5.3	5.0	3.0	https://vk.com/wall-33327655_5320	2016-10-26	23:07	85.0	44.0	1.0	0.0	https://vk.com/wall-33327655_5344	2016-10-31	21:05
6	5.4	5.0	4.0	https://vk.com/wall-33327655_5106	2016-10-16	20:13	48.0	40.0	5.0	1.0	https://vk.com/wall-33327655_5167	2016-10-18	21:37
6	m1	1.0	0.0	https://vk.com/wall-33327655_5097	2016-10-16	19:27	28.0	15.0	0.0	0.0	https://vk.com/wall-33327655_5268	2016-10-24	20:26
6	m1	1.0	0.0	https://vk.com/wall-33327655_5262	2016-10-23	20:18	28.0	15.0	0.0	0.0	https://vk.com/wall-33327655_5268	2016-10-24	20:26
6	m2	2.0	0.0	https://vk.com/wall-33327655_5157	2016-10-18	1:27	18.0	11.0	1.0	0.0	https://vk.com/wall-33327655_5182	2016-10-18	23:39
7	1.1	1.0	1.0	https://vk.com/wall-33327655_6656	2017-10-26	23:23	155.0	102.0	2.0	2.0	https://vk.com/wall-33327655_6665	2017-10-27	22:00
7	1.3	1.0	3.0	https://vk.com/wall-33327655_6681	2017-10-30	23:18	127.0	86.0	17.0	5.0	https://vk.com/wall-33327655_6683	2017-10-31	19:55
7	2.1	2.0	1.0	https://vk.com/wall-33327655_6680	2017-10-29	23:30	122.0	62.0	13.0	0.0	https://vk.com/wall-33327655_6702	2017-11-01	20:00
7	2.2	2.0	2.0	https://vk.com/wall-33327655_6643	2017-10-24	23:07	134.0	106.0	7.0	3.0	https://vk.com/wall-33327655_6654	2017-10-25	22:24
7	2.3	2.0	3.0	https://vk.com/wall-33327655_6658	2017-10-26	23:32	110.0	61.0	6.0	1.0	https://vk.com/wall-33327655_6668	2017-10-27	22:30
7	3.1	3.0	1.0	https://vk.com/wall-33327655_6645	2017-10-24	23:26	103.0	53.0	2.0	2.0	https://vk.com/wall-33327655_6651	2017-10-25	20:14
7	3.3	3.0	3.0	https://vk.com/wall-33327655_6637	2017-10-23	23:55	85.0	47.0	2.0	0.0	https://vk.com/wall-33327655_6647	2017-10-24	23:50
7	4.1	4.0	1.0	https://vk.com/wall-33327655_6603	2017-10-16	22:54	69.0	35.0	1.0	0.0	https://vk.com/wall-33327655_6639	2017-10-24	17:30
7	4.2	4.0	2.0	https://vk.com/wall-33327655_6581	2017-10-10	22:44	81.0	43.0	0.0	0.0	https://vk.com/wall-33327655_6624	2017-10-20	19:00
7	4.3	4.0	3.0	https://vk.com/wall-33327655_6586	2017-10-11	23:05	90.0	48.0	1.0	0.0	https://vk.com/wall-33327655_6625	2017-10-20	20:00
7	4.4	4.0	4.0	https://vk.com/wall-33327655_6595	2017-10-12	22:33	37.0	23.0	0.0	0.0	https://vk.com/wall-33327655_6632	2017-10-21	21:00
7	5.1	5.0	1.0	https://vk.com/wall-33327655_6574	2017-10-09	23:01	95.0	48.0	4.0	0.0	https://vk.com/wall-33327655_6619	2017-10-19	19:00
7	5.2	5.0	2.0	https://vk.com/wall-33327655_6576	2017-10-09	23:13	76.0	39.0	1.0	0.0	https://vk.com/wall-33327655_6620	2017-10-19	20:00
7	5.3	5.0	3.0	https://vk.com/wall-33327655_6585	2017-10-11	22:42	104.0	58.0	6.0	0.0	https://vk.com/wall-33327655_6628	2017-10-21	20:00
7	6.2	6.0	2.0	https://vk.com/wall-33327655_6562	2017-10-08	21:44	97.0	50.0	5.0	5.0	https://vk.com/wall-33327655_6717	2017-11-08	14:00
7	6.3	6.0	3.0	https://vk.com/wall-33327655_6564	2017-10-08	22:17	85.0	44.0	2.0	0.0	https://vk.com/wall-33327655_6689	2017-10-31	21:00
7	6.4	6.0	4.0	https://vk.com/wall-33327655_6572	2017-10-09	22:45	47.0	29.0	0.0	0.0	https://vk.com/wall-33327655_6693	2017-10-31	21:30
8	1.1	1.0	1.0	https://vk.com/wall-33327655_7621	2018-10-23	0:00	168.0	117.0	4.0	7.0	https://vk.com/wall-33327655_7676	2018-10-26	17:00
8	1.2	1.0	2.0	https://vk.com/wall-33327655_7479	2018-10-12	21:45	151.0	104.0	8.0	2.0	https://vk.com/wall-33327655_7509	2018-10-14	21:00
8	1.3	1.0	3.0	https://vk.com/wall-33327655_7645	2018-10-23	23:38	123.0	98.0	5.0	3.0	https://vk.com/wall-33327655_7685	2018-10-27	14:00
8	1.3	1.0	3.0	https://vk.com/wall-33327655_7650	2018-10-24		123.0	98.0	5.0	3.0	https://vk.com/wall-33327655_7685	2018-10-27	14:00
8	2.1	2.0	1.0	https://vk.com/wall-33327655_7622	2018-10-23	0:03	134.0	81.0	1.0	5.0	https://vk.com/wall-33327655_7677	2018-10-26	19:00
8	2.3	2.0	3.0	https://vk.com/wall-33327655_7644	2018-10-23	23:19	107.0	75.0	4.0	1.0	https://vk.com/wall-33327655_7684	2018-10-27	12:00
8	3.1	3.0	1.0	https://vk.com/wall-33327655_7619	2018-10-21	23:45	107.0	58.0	11.0	3.0	https://vk.com/wall-33327655_7675	2018-10-26	14:00
8	3.2	3.0	2.0	https://vk.com/wall-33327655_7657	2018-10-25	0:10	94.0	49.0	4.0	1.0	https://vk.com/wall-33327655_7728	2018-11-12	22:56
8	3.3	3.0	3.0	https://vk.com/wall-33327655_7552	2018-10-17	23:27	103.0	55.0	8.0	0.0	https://vk.com/wall-33327655_7670	2018-10-25	23:52
8	3.4	3.0	4.0	https://vk.com/wall-33327655_7623	2018-10-23	0:06	40.0	25.0	0.0	0.0	https://vk.com/wall-33327655_7681	2018-10-27	10:00
8	4.1	4.0	1.0	https://vk.com/wall-33327655_7667	2018-10-25	21:44	86.0	45.0	11.0	2.0	https://vk.com/wall-33327655_7694	2018-11-02	22:25
8	4.2	4.0	2.0	https://vk.com/wall-33327655_7735	2018-11-15	0:02	76.0	40.0	0.0	1.0	https://vk.com/wall-33327655_7741	2018-11-15	20:20
8	4.3	4.0	3.0	https://vk.com/wall-33327655_7602	2018-10-18	21:37	81.0	42.0	2.0	0.0	https://vk.com/wall-33327655_7674	2018-10-26	10:00
8	5.3	5.0	3.0	https://vk.com/wall-33327655_7656	2018-10-25	0:01	89.0	45.0	0.0	1.0	https://vk.com/wall-33327655_7696	2018-11-02	22:39
8	5.4	5.0	4.0	https://vk.com/wall-33327655_7620	2018-10-21	23:49	35.0	18.0	1.0	0.0	https://vk.com/wall-33327655_7707	2018-11-10	14:00
8	6.1	6.0	1.0	https://vk.com/wall-33327655_7610	2018-10-18	23:17	90.0	45.0	0.0	2.0	https://vk.com/wall-33327655_7766	2018-11-22	22:15
8	6.2	6.0	2.0	https://vk.com/wall-33327655_7606	2018-10-18	22:09	77.0	40.0	3.0	0.0	https://vk.com/wall-33327655_7704	2018-11-09	20:00
8	m1	1.0	0.0	https://vk.com/wall-33327655_7518	2018-10-16	21:30	29.0	20.0	0.0	0.0	https://vk.com/wall-33327655_7695	2018-11-02	22:33
9	1.1	1.0	1.0	https://vk.com/wall-33327655_8329	2019-10-25	0:14	172.0	94.0	3.0	6.0	https://vk.com/wall-33327655_8392	2019-10-30	12:15
9	1.2	1.0	2.0	https://vk.com/wall-33327655_8309	2019-10-22	1:10	163.0	95.0	5.0	5.0	https://vk.com/wall-33327655_8371	2019-10-27	22:30
9	1.3	1.0	3.0	https://vk.com/wall-33327655_8328	2019-10-25	0:08	130.0	99.0	15.0	6.0	https://vk.com/wall-33327655_8391	2019-10-30	10:30
9	2.1	2.0	1.0	https://vk.com/wall-33327655_8321	2019-10-23	5:02	129.0	93.0	1.0	1.0	https://vk.com/wall-33327655_8374	2019-10-27	23:09
9	2.2	2.0	2.0	https://vk.com/wall-33327655_8323	2019-10-23	23:30	142.0	72.0	3.0	3.0	https://vk.com/wall-33327655_8412	2019-11-01	0:00
9	2.2	2.0	2.0	https://vk.com/wall-33327655_8385	2019-10-29	23:30	142.0	72.0	3.0	3.0	https://vk.com/wall-33327655_8412	2019-11-01	0:00
9	2.3	2.0	3.0	https://vk.com/wall-33327655_8330	2019-10-25	0:21	123.0	62.0	3.0	4.0	https://vk.com/wall-33327655_8388	2019-10-30	8:40
9	3.1	3.0	1.0	https://vk.com/wall-33327655_8300	2019-10-20	23:11	115.0	58.0	3.0	0.0	https://vk.com/wall-33327655_8407	2019-10-31	10:30
9	3.2	3.0	2.0	https://vk.com/wall-33327655_8277	2019-10-15	22:59	118.0	62.0	13.0	0.0	https://vk.com/wall-33327655_8341	2019-10-25	21:46
9	3.3	3.0	3.0	https://vk.com/wall-33327655_8279	2019-10-15	23:53	94.0	47.0	2.0	0.0	https://vk.com/wall-33327655_8373	2019-10-27	22:50
9	3.3	3.0	3.0	https://vk.com/wall-33327655_8322	2019-10-23	6:02	94.0	47.0	2.0	0.0	https://vk.com/wall-33327655_8373	2019-10-27	22:50
9	3.4	3.0	4.0	https://vk.com/wall-33327655_8299	2019-10-20	22:58	42.0	23.0	0.0	0.0	https://vk.com/wall-33327655_8367	2019-10-27	22:00
9	4.1	4.0	1.0	https://vk.com/wall-33327655_8293	2019-10-18	0:10	99.0	54.0	8.0	3.0	https://vk.com/wall-33327655_8343	2019-10-25	22:01
9	4.3	4.0	3.0	https://vk.com/wall-33327655_8292	2019-10-17	23:56	107.0	54.0	2.0	0.0	https://vk.com/wall-33327655_8409	2019-10-31	23:16
9	4.4	4.0	4.0	https://vk.com/wall-33327655_8308	2019-10-22	0:46	43.0	22.0	2.0	0.0	https://vk.com/wall-33327655_8370	2019-10-27	22:24
9	5.1	5.0	1.0	https://vk.com/wall-33327655_8261	2019-10-13	23:00	77.0	39.0	4.0	0.0	https://vk.com/wall-33327655_8410	2019-10-31	23:30
9	5.2	5.0	2.0	https://vk.com/wall-33327655_8262	2019-10-13	23:01	82.0	41.0	6.0	0.0	https://vk.com/wall-33327655_8411	2019-10-31	23:46
9	6.3	6.0	3.0	https://vk.com/wall-33327655_8267	2019-10-14	23:46	94.0	49.0	0.0	2.0	https://vk.com/wall-33327655_8396	2019-10-30	17:00
9	6.4	6.0	4.0	https://vk.com/wall-33327655_8266	2019-10-14	23:37	34.0	17.0	0.0	0.0	https://vk.com/wall-33327655_8340	2019-10-25	21:29
9	m1	1.0	0.0	https://vk.com/wall-33327655_8366	2019-10-27	21:50	25.0	14.0	0.0	0.0	https://vk.com/wall-33327655_8408	2019-10-31	11:00
9	m2	2.0	0.0	https://vk.com/wall-33327655_8310	2019-10-22	1:46	28.0	18.0	1.0	0.0	https://vk.com/wall-33327655_8372	2019-10-27	22:40
10	1.1	1.0	1.0	https://vk.com/wall-33327655_9294	2020-11-06	23:37	153.0	77.0	1.0	1.0	https://vk.com/wall-33327655_9356	2020-11-12	16:03
10	1.1	1.0	1.0	https://vk.com/wall-33327655_9308	2020-11-07	12:00	153.0	77.0	1.0	1.0	https://vk.com/wall-33327655_9356	2020-11-12	16:03
10	1.2	1.0	2.0	https://vk.com/wall-33327655_9293	2020-11-06	23:31	161.0	84.0	2.0	2.0	https://vk.com/wall-33327655_9355	2020-11-11	22:02
10	1.3	1.0	3.0	https://vk.com/wall-33327655_9254	2020-11-05	21:02	122.0	68.0	0.0	0.0	https://vk.com/wall-33327655_9351	2020-11-11	19:03
10	1.3	1.0	3.0	https://vk.com/wall-33327655_9275	2020-11-06	12:00	122.0	68.0	0.0	0.0	https://vk.com/wall-33327655_9351	2020-11-11	19:03
10	2.1	2.0	1.0	https://vk.com/wall-33327655_9251	2020-11-05	20:45	150.0	76.0	2.0	7.0	https://vk.com/wall-33327655_9342	2020-11-11	16:03
